feature,cls,db,density
VV-VH,non-flooded land,-15.375,0.0
VV-VH,non-flooded land,-15.125,0.0
VV-VH,non-flooded land,-14.875,0.0
VV-VH,non-flooded land,-14.625,0.0
VV-VH,non-flooded land,-14.375,0.0
VV-VH,non-flooded land,-14.125,0.0
VV-VH,non-flooded land,-13.875,0.0
VV-VH,non-flooded land,-13.625,0.0
VV-VH,non-flooded land,-13.375,0.0
VV-VH,non-flooded land,-13.125,0.0
VV-VH,non-flooded land,-12.875,0.0
VV-VH,non-flooded land,-12.625,0.0
VV-VH,non-flooded land,-12.375,0.0
VV-VH,non-flooded land,-12.125,0.0
VV-VH,non-flooded land,-11.875,0.0
VV-VH,non-flooded land,-11.625,0.0
VV-VH,non-flooded land,-11.375,0.0
VV-VH,non-flooded land,-11.125,0.0
VV-VH,non-flooded land,-10.875,0.0
VV-VH,non-flooded land,-10.625,0.0
VV-VH,non-flooded land,-10.375,0.0
VV-VH,non-flooded land,-10.125,0.0
VV-VH,non-flooded land,-9.875,0.0
VV-VH,non-flooded land,-9.625,0.0
VV-VH,non-flooded land,-9.375,0.0
VV-VH,non-flooded land,-9.125,0.0
VV-VH,non-flooded land,-8.875,0.0
VV-VH,non-flooded land,-8.625,0.0
VV-VH,non-flooded land,-8.375,0.0
VV-VH,non-flooded land,-8.125,0.0
VV-VH,non-flooded land,-7.875,0.0
VV-VH,non-flooded land,-7.625,0.0
VV-VH,non-flooded land,-7.375,0.0
VV-VH,non-flooded land,-7.125,0.0
VV-VH,non-flooded land,-6.875,0.0
VV-VH,non-flooded land,-6.625,0.0
VV-VH,non-flooded land,-6.375,0.0
VV-VH,non-flooded land,-6.125,0.0
VV-VH,non-flooded land,-5.875,0.0
VV-VH,non-flooded land,-5.625,0.0
VV-VH,non-flooded land,-5.375,0.0
VV-VH,non-flooded land,-5.125,0.0
VV-VH,non-flooded land,-4.875,0.0
VV-VH,non-flooded land,-4.625,0.0
VV-VH,non-flooded land,-4.375,0.0
VV-VH,non-flooded land,-4.125,0.0
VV-VH,non-flooded land,-3.875,2.0280581849893274e-05
VV-VH,non-flooded land,-3.625,0.0
VV-VH,non-flooded land,-3.375,0.0
VV-VH,non-flooded land,-3.125,2.0280581849893274e-05
VV-VH,non-flooded land,-2.875,4.056116369978655e-05
VV-VH,non-flooded land,-2.625,4.056116369978655e-05
VV-VH,non-flooded land,-2.375,0.0
VV-VH,non-flooded land,-2.125,0.0
VV-VH,non-flooded land,-1.875,0.0
VV-VH,non-flooded land,-1.625,4.056116369978655e-05
VV-VH,non-flooded land,-1.375,4.056116369978655e-05
VV-VH,non-flooded land,-1.125,0.0001419640729492529
VV-VH,non-flooded land,-0.875,0.00010140290924946637
VV-VH,non-flooded land,-0.625,0.0001622446547991462
VV-VH,non-flooded land,-0.375,0.0001419640729492529
VV-VH,non-flooded land,-0.125,0.0002433669821987193
VV-VH,non-flooded land,0.125,0.0005070145462473318
VV-VH,non-flooded land,0.375,0.0005475757099471184
VV-VH,non-flooded land,0.625,0.0009937485106447704
VV-VH,non-flooded land,0.875,0.0018049717846405013
VV-VH,non-flooded land,1.125,0.002595914476786339
VV-VH,non-flooded land,1.375,0.0036707853148306826
VV-VH,non-flooded land,1.625,0.005191828953572678
VV-VH,non-flooded land,1.875,0.007483534702610618
VV-VH,non-flooded land,2.125,0.011255722926690767
VV-VH,non-flooded land,2.375,0.01592025675216622
VV-VH,non-flooded land,2.625,0.02167994199753591
VV-VH,non-flooded land,2.875,0.031333498958085106
VV-VH,non-flooded land,3.125,0.041534631628581425
VV-VH,non-flooded land,3.375,0.0566842262704517
VV-VH,non-flooded land,3.625,0.07165129567567294
VV-VH,non-flooded land,3.875,0.09410189978350479
VV-VH,non-flooded land,4.125,0.11588324469029017
VV-VH,non-flooded land,4.375,0.1399360147642636
VV-VH,non-flooded land,4.625,0.16177820141659865
VV-VH,non-flooded land,4.875,0.18862969178585734
VV-VH,non-flooded land,5.125,0.21284470651462992
VV-VH,non-flooded land,5.375,0.23282107963677479
VV-VH,non-flooded land,5.625,0.24557756562035765
VV-VH,non-flooded land,5.875,0.2520267906486237
VV-VH,non-flooded land,6.125,0.25273661101336997
VV-VH,non-flooded land,6.375,0.24920778977148855
VV-VH,non-flooded land,6.625,0.24040601724863486
VV-VH,non-flooded land,6.875,0.2204093635446401
VV-VH,non-flooded land,7.125,0.2040632145736261
VV-VH,non-flooded land,7.375,0.17919922122565696
VV-VH,non-flooded land,7.625,0.15321979587594367
VV-VH,non-flooded land,7.875,0.12959291802081802
VV-VH,non-flooded land,8.125,0.10957598373497336
VV-VH,non-flooded land,8.375,0.09097869017862123
VV-VH,non-flooded land,8.625,0.07361851211511258
VV-VH,non-flooded land,8.875,0.05571075834165682
VV-VH,non-flooded land,9.125,0.043948020868718726
VV-VH,non-flooded land,9.375,0.03334127656122454
VV-VH,non-flooded land,9.625,0.027155699097007092
VV-VH,non-flooded land,9.875,0.01938823624849797
